Timestamp,actor,Critic1,critic2,alpha
67.0,"tensor(-1.7507, grad_fn=<MeanBackward0>)","tensor(0.3026, grad_fn=<MseLossBackward0>)","tensor(0.2635, grad_fn=<MseLossBackward0>)","tensor(-0.0684, grad_fn=<NegBackward0>)"
68.0,"tensor(-1.6442, grad_fn=<MeanBackward0>)","tensor(0.2488, grad_fn=<MseLossBackward0>)","tensor(0.2217, grad_fn=<MseLossBackward0>)","tensor(-0.0682, grad_fn=<NegBackward0>)"
69.0,"tensor(-1.7414, grad_fn=<MeanBackward0>)","tensor(0.3213, grad_fn=<MseLossBackward0>)","tensor(0.2805, grad_fn=<MseLossBackward0>)","tensor(-0.0709, grad_fn=<NegBackward0>)"
70.0,"tensor(-1.7054, grad_fn=<MeanBackward0>)","tensor(0.2510, grad_fn=<MseLossBackward0>)","tensor(0.2230, grad_fn=<MseLossBackward0>)","tensor(-0.0711, grad_fn=<NegBackward0>)"
71.0,"tensor(-1.6985, grad_fn=<MeanBackward0>)","tensor(0.3380, grad_fn=<MseLossBackward0>)","tensor(0.2935, grad_fn=<MseLossBackward0>)","tensor(-0.0727, grad_fn=<NegBackward0>)"
72.0,"tensor(-1.7216, grad_fn=<MeanBackward0>)","tensor(0.2720, grad_fn=<MseLossBackward0>)","tensor(0.2523, grad_fn=<MseLossBackward0>)","tensor(-0.0732, grad_fn=<NegBackward0>)"
73.0,"tensor(-1.7150, grad_fn=<MeanBackward0>)","tensor(0.2328, grad_fn=<MseLossBackward0>)","tensor(0.2136, grad_fn=<MseLossBackward0>)","tensor(-0.0746, grad_fn=<NegBackward0>)"
74.0,"tensor(-1.6592, grad_fn=<MeanBackward0>)","tensor(0.2576, grad_fn=<MseLossBackward0>)","tensor(0.2488, grad_fn=<MseLossBackward0>)","tensor(-0.0755, grad_fn=<NegBackward0>)"
75.0,"tensor(-1.6388, grad_fn=<MeanBackward0>)","tensor(0.2628, grad_fn=<MseLossBackward0>)","tensor(0.2302, grad_fn=<MseLossBackward0>)","tensor(-0.0759, grad_fn=<NegBackward0>)"
76.0,"tensor(-1.6855, grad_fn=<MeanBackward0>)","tensor(0.2405, grad_fn=<MseLossBackward0>)","tensor(0.2024, grad_fn=<MseLossBackward0>)","tensor(-0.0774, grad_fn=<NegBackward0>)"
77.0,"tensor(-1.7137, grad_fn=<MeanBackward0>)","tensor(0.2673, grad_fn=<MseLossBackward0>)","tensor(0.2258, grad_fn=<MseLossBackward0>)","tensor(-0.0790, grad_fn=<NegBackward0>)"
78.0,"tensor(-1.6797, grad_fn=<MeanBackward0>)","tensor(0.2396, grad_fn=<MseLossBackward0>)","tensor(0.2209, grad_fn=<MseLossBackward0>)","tensor(-0.0796, grad_fn=<NegBackward0>)"
79.0,"tensor(-1.6265, grad_fn=<MeanBackward0>)","tensor(0.2598, grad_fn=<MseLossBackward0>)","tensor(0.2467, grad_fn=<MseLossBackward0>)","tensor(-0.0798, grad_fn=<NegBackward0>)"
80.0,"tensor(-1.7141, grad_fn=<MeanBackward0>)","tensor(0.2703, grad_fn=<MseLossBackward0>)","tensor(0.2262, grad_fn=<MseLossBackward0>)","tensor(-0.0808, grad_fn=<NegBackward0>)"
81.0,"tensor(-1.7884, grad_fn=<MeanBackward0>)","tensor(0.2373, grad_fn=<MseLossBackward0>)","tensor(0.2023, grad_fn=<MseLossBackward0>)","tensor(-0.0837, grad_fn=<NegBackward0>)"
82.0,"tensor(-1.7846, grad_fn=<MeanBackward0>)","tensor(0.2537, grad_fn=<MseLossBackward0>)","tensor(0.2405, grad_fn=<MseLossBackward0>)","tensor(-0.0839, grad_fn=<NegBackward0>)"
83.0,"tensor(-1.8030, grad_fn=<MeanBackward0>)","tensor(0.2505, grad_fn=<MseLossBackward0>)","tensor(0.2194, grad_fn=<MseLossBackward0>)","tensor(-0.0859, grad_fn=<NegBackward0>)"
84.0,"tensor(-1.7794, grad_fn=<MeanBackward0>)","tensor(0.3099, grad_fn=<MseLossBackward0>)","tensor(0.2932, grad_fn=<MseLossBackward0>)","tensor(-0.0861, grad_fn=<NegBackward0>)"
85.0,"tensor(-1.7734, grad_fn=<MeanBackward0>)","tensor(0.2614, grad_fn=<MseLossBackward0>)","tensor(0.2468, grad_fn=<MseLossBackward0>)","tensor(-0.0864, grad_fn=<NegBackward0>)"
86.0,"tensor(-1.7779, grad_fn=<MeanBackward0>)","tensor(0.1927, grad_fn=<MseLossBackward0>)","tensor(0.1931, grad_fn=<MseLossBackward0>)","tensor(-0.0881, grad_fn=<NegBackward0>)"
87.0,"tensor(-1.7871, grad_fn=<MeanBackward0>)","tensor(0.1977, grad_fn=<MseLossBackward0>)","tensor(0.1955, grad_fn=<MseLossBackward0>)","tensor(-0.0895, grad_fn=<NegBackward0>)"
88.0,"tensor(-1.7759, grad_fn=<MeanBackward0>)","tensor(0.2498, grad_fn=<MseLossBackward0>)","tensor(0.2110, grad_fn=<MseLossBackward0>)","tensor(-0.0897, grad_fn=<NegBackward0>)"
89.0,"tensor(-1.7600, grad_fn=<MeanBackward0>)","tensor(0.2516, grad_fn=<MseLossBackward0>)","tensor(0.2100, grad_fn=<MseLossBackward0>)","tensor(-0.0912, grad_fn=<NegBackward0>)"
90.0,"tensor(-1.7561, grad_fn=<MeanBackward0>)","tensor(0.1954, grad_fn=<MseLossBackward0>)","tensor(0.1979, grad_fn=<MseLossBackward0>)","tensor(-0.0920, grad_fn=<NegBackward0>)"
91.0,"tensor(-1.6902, grad_fn=<MeanBackward0>)","tensor(0.2677, grad_fn=<MseLossBackward0>)","tensor(0.2557, grad_fn=<MseLossBackward0>)","tensor(-0.0923, grad_fn=<NegBackward0>)"
92.0,"tensor(-1.7251, grad_fn=<MeanBackward0>)","tensor(0.2574, grad_fn=<MseLossBackward0>)","tensor(0.2382, grad_fn=<MseLossBackward0>)","tensor(-0.0935, grad_fn=<NegBackward0>)"
93.0,"tensor(-1.7537, grad_fn=<MeanBackward0>)","tensor(0.2395, grad_fn=<MseLossBackward0>)","tensor(0.2383, grad_fn=<MseLossBackward0>)","tensor(-0.0951, grad_fn=<NegBackward0>)"
94.0,"tensor(-1.8041, grad_fn=<MeanBackward0>)","tensor(0.1640, grad_fn=<MseLossBackward0>)","tensor(0.1698, grad_fn=<MseLossBackward0>)","tensor(-0.0977, grad_fn=<NegBackward0>)"
95.0,"tensor(-1.7013, grad_fn=<MeanBackward0>)","tensor(0.1938, grad_fn=<MseLossBackward0>)","tensor(0.1734, grad_fn=<MseLossBackward0>)","tensor(-0.0983, grad_fn=<NegBackward0>)"
96.0,"tensor(-1.7415, grad_fn=<MeanBackward0>)","tensor(0.1990, grad_fn=<MseLossBackward0>)","tensor(0.2017, grad_fn=<MseLossBackward0>)","tensor(-0.0986, grad_fn=<NegBackward0>)"
97.0,"tensor(-1.7372, grad_fn=<MeanBackward0>)","tensor(0.2559, grad_fn=<MseLossBackward0>)","tensor(0.2383, grad_fn=<MseLossBackward0>)","tensor(-0.1015, grad_fn=<NegBackward0>)"
98.0,"tensor(-1.7360, grad_fn=<MeanBackward0>)","tensor(0.1981, grad_fn=<MseLossBackward0>)","tensor(0.1961, grad_fn=<MseLossBackward0>)","tensor(-0.1023, grad_fn=<NegBackward0>)"
99.0,"tensor(-1.7600, grad_fn=<MeanBackward0>)","tensor(0.2396, grad_fn=<MseLossBackward0>)","tensor(0.2353, grad_fn=<MseLossBackward0>)","tensor(-0.1025, grad_fn=<NegBackward0>)"
100.0,"tensor(-1.7296, grad_fn=<MeanBackward0>)","tensor(0.2686, grad_fn=<MseLossBackward0>)","tensor(0.2472, grad_fn=<MseLossBackward0>)","tensor(-0.1035, grad_fn=<NegBackward0>)"
101.0,"tensor(-1.7154, grad_fn=<MeanBackward0>)","tensor(0.2816, grad_fn=<MseLossBackward0>)","tensor(0.2512, grad_fn=<MseLossBackward0>)","tensor(-0.1033, grad_fn=<NegBackward0>)"
102.0,"tensor(-1.7360, grad_fn=<MeanBackward0>)","tensor(0.2036, grad_fn=<MseLossBackward0>)","tensor(0.1755, grad_fn=<MseLossBackward0>)","tensor(-0.1050, grad_fn=<NegBackward0>)"
103.0,"tensor(-1.7819, grad_fn=<MeanBackward0>)","tensor(0.2535, grad_fn=<MseLossBackward0>)","tensor(0.2327, grad_fn=<MseLossBackward0>)","tensor(-0.1065, grad_fn=<NegBackward0>)"
104.0,"tensor(-1.7302, grad_fn=<MeanBackward0>)","tensor(0.2505, grad_fn=<MseLossBackward0>)","tensor(0.2228, grad_fn=<MseLossBackward0>)","tensor(-0.1058, grad_fn=<NegBackward0>)"
105.0,"tensor(-1.7257, grad_fn=<MeanBackward0>)","tensor(0.2153, grad_fn=<MseLossBackward0>)","tensor(0.2149, grad_fn=<MseLossBackward0>)","tensor(-0.1081, grad_fn=<NegBackward0>)"
106.0,"tensor(-1.7232, grad_fn=<MeanBackward0>)","tensor(0.2041, grad_fn=<MseLossBackward0>)","tensor(0.1900, grad_fn=<MseLossBackward0>)","tensor(-0.1089, grad_fn=<NegBackward0>)"
107.0,"tensor(-1.6825, grad_fn=<MeanBackward0>)","tensor(0.1776, grad_fn=<MseLossBackward0>)","tensor(0.1508, grad_fn=<MseLossBackward0>)","tensor(-0.1096, grad_fn=<NegBackward0>)"
108.0,"tensor(-1.6799, grad_fn=<MeanBackward0>)","tensor(0.2150, grad_fn=<MseLossBackward0>)","tensor(0.2154, grad_fn=<MseLossBackward0>)","tensor(-0.1112, grad_fn=<NegBackward0>)"
109.0,"tensor(-1.6638, grad_fn=<MeanBackward0>)","tensor(0.2263, grad_fn=<MseLossBackward0>)","tensor(0.2144, grad_fn=<MseLossBackward0>)","tensor(-0.1118, grad_fn=<NegBackward0>)"
110.0,"tensor(-1.6631, grad_fn=<MeanBackward0>)","tensor(0.2194, grad_fn=<MseLossBackward0>)","tensor(0.2162, grad_fn=<MseLossBackward0>)","tensor(-0.1120, grad_fn=<NegBackward0>)"
111.0,"tensor(-1.6148, grad_fn=<MeanBackward0>)","tensor(0.2288, grad_fn=<MseLossBackward0>)","tensor(0.2291, grad_fn=<MseLossBackward0>)","tensor(-0.1129, grad_fn=<NegBackward0>)"
112.0,"tensor(-1.6719, grad_fn=<MeanBackward0>)","tensor(0.1721, grad_fn=<MseLossBackward0>)","tensor(0.1622, grad_fn=<MseLossBackward0>)","tensor(-0.1150, grad_fn=<NegBackward0>)"
113.0,"tensor(-1.6604, grad_fn=<MeanBackward0>)","tensor(0.1790, grad_fn=<MseLossBackward0>)","tensor(0.1750, grad_fn=<MseLossBackward0>)","tensor(-0.1164, grad_fn=<NegBackward0>)"
114.0,"tensor(-1.6713, grad_fn=<MeanBackward0>)","tensor(0.2111, grad_fn=<MseLossBackward0>)","tensor(0.2007, grad_fn=<MseLossBackward0>)","tensor(-0.1179, grad_fn=<NegBackward0>)"
115.0,"tensor(-1.6958, grad_fn=<MeanBackward0>)","tensor(0.1875, grad_fn=<MseLossBackward0>)","tensor(0.1798, grad_fn=<MseLossBackward0>)","tensor(-0.1189, grad_fn=<NegBackward0>)"
116.0,"tensor(-1.6691, grad_fn=<MeanBackward0>)","tensor(0.2113, grad_fn=<MseLossBackward0>)","tensor(0.1973, grad_fn=<MseLossBackward0>)","tensor(-0.1198, grad_fn=<NegBackward0>)"
117.0,"tensor(-1.6857, grad_fn=<MeanBackward0>)","tensor(0.2268, grad_fn=<MseLossBackward0>)","tensor(0.2071, grad_fn=<MseLossBackward0>)","tensor(-0.1204, grad_fn=<NegBackward0>)"
118.0,"tensor(-1.6705, grad_fn=<MeanBackward0>)","tensor(0.2602, grad_fn=<MseLossBackward0>)","tensor(0.2336, grad_fn=<MseLossBackward0>)","tensor(-0.1202, grad_fn=<NegBackward0>)"
119.0,"tensor(-1.6129, grad_fn=<MeanBackward0>)","tensor(0.2621, grad_fn=<MseLossBackward0>)","tensor(0.2472, grad_fn=<MseLossBackward0>)","tensor(-0.1212, grad_fn=<NegBackward0>)"
120.0,"tensor(-1.6715, grad_fn=<MeanBackward0>)","tensor(0.2081, grad_fn=<MseLossBackward0>)","tensor(0.2065, grad_fn=<MseLossBackward0>)","tensor(-0.1236, grad_fn=<NegBackward0>)"
121.0,"tensor(-1.6343, grad_fn=<MeanBackward0>)","tensor(0.2454, grad_fn=<MseLossBackward0>)","tensor(0.2057, grad_fn=<MseLossBackward0>)","tensor(-0.1241, grad_fn=<NegBackward0>)"
122.0,"tensor(-1.7045, grad_fn=<MeanBackward0>)","tensor(0.2032, grad_fn=<MseLossBackward0>)","tensor(0.1961, grad_fn=<MseLossBackward0>)","tensor(-0.1259, grad_fn=<NegBackward0>)"
123.0,"tensor(-1.6499, grad_fn=<MeanBackward0>)","tensor(0.2495, grad_fn=<MseLossBackward0>)","tensor(0.2355, grad_fn=<MseLossBackward0>)","tensor(-0.1259, grad_fn=<NegBackward0>)"
124.0,"tensor(-1.6137, grad_fn=<MeanBackward0>)","tensor(0.2173, grad_fn=<MseLossBackward0>)","tensor(0.2080, grad_fn=<MseLossBackward0>)","tensor(-0.1273, grad_fn=<NegBackward0>)"
125.0,"tensor(-1.6201, grad_fn=<MeanBackward0>)","tensor(0.2372, grad_fn=<MseLossBackward0>)","tensor(0.2149, grad_fn=<MseLossBackward0>)","tensor(-0.1281, grad_fn=<NegBackward0>)"
